,Fallas
16595,3
16596,1
16597,4
16598,5
16599,4
16600,3
16601,4
16602,4
16603,3
16604,8
16605,3
16606,3
16607,2
16608,6
16609,3
16610,3
16611,3
16612,5
16613,2
16614,1
16615,5
16616,4
16617,2
16618,1
16619,2
16620,2
16621,4
16622,3
16623,4
16624,3
16625,5
16626,3
16627,3
16628,7
16629,5
16630,2
16631,6
16632,2
16633,4
16634,4
16635,2
16636,3
16637,1
16638,3
16639,8
16640,5
16641,3
16642,1
16643,2
16644,7
16645,2
16646,3
16647,3
16648,5
16649,3
16650,5
16651,4
16652,4
16653,3
16654,2
16655,2
16656,5
16657,4
16658,5
16659,5
16660,3
16661,6
16662,2
16663,4
16664,6
16665,6
16666,3
16667,1
16668,5
16669,4
16670,5
16671,1
16672,3
16673,6
16674,4
16675,2
16676,3
16677,2
16678,9
16679,8
16680,3
16681,6
16682,3
16683,5
16684,3
16685,8
16686,5
16687,3
16688,6
16689,4
16690,3
16691,4
16692,5
16693,2
16694,3
16695,3
16696,3
16697,1
16698,1
16699,4
16700,4
16701,6
16702,9
16703,4
16704,4
16705,1
16706,1
16707,6
16708,5
16709,3
16710,2
16711,1
16712,3
16713,4
16714,6
16715,5
16716,6
16717,2
16718,9
16719,7
16720,9
16721,3
16722,5
16723,12
16724,6
16725,4
16726,6
16727,5
16728,2
16729,2
16730,2
16731,3
16732,4
16733,5
16734,3
16735,6
16736,5
16737,1
16738,4
16739,6
16740,7
16741,8
16742,6
16743,9
16744,6
16745,3
16746,3
16747,1
16748,4
16749,6
16750,3
16751,4
16752,2
16753,0
16754,4
16755,5
16756,1
16757,10
16758,2
16759,7
16760,3
16761,4
16762,3
16763,6
16764,5
16765,4
16766,7
16767,2
16768,5
16769,3
16770,4
16771,1
16772,3
16773,3
16774,7
16775,5
16776,7
16777,4
16778,1
16779,2
16780,3
16781,2
16782,1
16783,6
16784,3
16785,5
16786,3
16787,5
16788,3
16789,2
16790,4
16791,4
16792,4
16793,2
16794,4
16795,2
16796,3
16797,4
16798,3
16799,5
16800,1
16801,4
16802,6
16803,3
16804,4
16805,3
16806,6
16807,3
16808,3
16809,5
16810,8
16811,3
16812,4
16813,4
16814,1
16815,2
16816,5
16817,5
16818,2
16819,3
16820,6
16821,5
16822,4
16823,0
16824,2
16825,0
16826,1
16827,5
16828,5
16829,4
16830,4
16831,5
16832,2
16833,7
16834,2
16835,5
16836,4
16837,3
16838,5
16839,2
16840,7
16841,2
16842,3
16843,8
16844,3
16845,4
16846,3
16847,4
16848,3
16849,6
16850,3
16851,4
16852,3
16853,3
16854,6
16855,3
16856,5
16857,4
16858,9
16859,7
16860,3
16861,4
16862,5
16863,2
16864,8
16865,7
16866,6
16867,3
16868,3
16869,2
16870,3
16871,3
16872,2
16873,7
16874,1
16875,1
16876,6
16877,4
16878,3
16879,10
16880,8
16881,2
16882,3
16883,1
16884,6
16885,5
16886,6
16887,3
16888,6
16889,3
16890,6
16891,6
16892,7
16893,5
16894,5
16895,5
16896,3
16897,6
16898,5
16899,5
16900,2
16901,4
16902,4
16903,3
16904,7
16905,2
16906,5
16907,4
16908,1
16909,2
16910,4
16911,4
16912,5
16913,3
16914,6
16915,1
16916,1
16917,1
16918,5
16919,5
16920,9
16921,5
16922,0
16923,2
16924,4
16925,3
16926,3
16927,4
16928,8
16929,3
16930,7
16931,4
16932,2
16933,1
16934,5
16935,3
16936,0
16937,3
16938,2
16939,7
16940,3
16941,2
16942,4
16943,5
16944,5
16945,1
16946,4
16947,2
16948,4
16949,4
16950,3
16951,4
16952,3
16953,2
16954,2
16955,4
16956,6
16957,3
16958,3
16959,1
16960,3
16961,5
16962,6
16963,1
16964,5
16965,6
16966,5
16967,2
16968,3
16969,5
16970,4
16971,6
16972,7
16973,5
16974,3
16975,7
16976,4
16977,7
16978,2
16979,5
16980,3
16981,3
16982,3
16983,0
16984,3
16985,3
16986,5
16987,2
16988,3
16989,1
16990,0
16991,5
16992,3
16993,6
16994,9
16995,4
16996,7
16997,6
16998,8
16999,5
17000,4
17001,4
17002,8
17003,6
17004,8
17005,6
17006,6
17007,4
17008,0
17009,2
17010,4
17011,1
17012,3
17013,2
17014,7
17015,8
17016,2
17017,3
17018,1
17019,6
17020,1
17021,2
17022,4
17023,2
17024,7
17025,3
17026,3
17027,3
17028,8
17029,2
17030,8
17031,2
17032,10
17033,7
17034,3
17035,3
17036,8
17037,7
17038,6
17039,8
17040,6
17041,5
17042,3
17043,0
17044,4
17045,1
17046,7
17047,2
17048,5
17049,5
17050,2
17051,4
17052,2
17053,7
17054,5
17055,3
17056,3
17057,3
17058,5
17059,8
17060,2
17061,4
17062,5
17063,7
17064,5
17065,6
17066,5
17067,2
17068,2
17069,5
17070,2
17071,7
17072,6
17073,5
17074,9
17075,2
17076,5
17077,4
17078,5
17079,4
17080,7
17081,4
17082,3
17083,6
17084,6
17085,4
17086,5
17087,5
17088,5
17089,5
17090,5
17091,4
17092,8
17093,1
17094,10
17095,6
17096,2
17097,3
17098,10
17099,5
17100,6
17101,2
17102,4
17103,2
17104,7
17105,4
17106,5
17107,3
17108,6
17109,4
17110,3
17111,5
17112,1
17113,2
17114,5
17115,2
17116,5
17117,3
17118,3
17119,3
17120,4
17121,2
17122,2
17123,6
17124,3
17125,4
17126,4
17127,2
17128,5
17129,7
17130,4
17131,4
17132,4
17133,4
17134,1
17135,2
17136,5
17137,5
17138,4
17139,6
17140,4
17141,4
17142,3
17143,4
17144,10
17145,5
17146,4
17147,2
17148,3
17149,5
17150,4
17151,4
17152,4
17153,3
17154,7
17155,3
17156,4
17157,3
17158,6
17159,7
17160,1
17161,2
17162,1
17163,4
17164,4
17165,1
17166,6
17167,2
17168,7
17169,6
17170,2
17171,5
17172,6
17173,4
17174,12
17175,5
17176,6
17177,4
17178,5
17179,4
17180,3
17181,5
17182,5
17183,5
17184,4
17185,6
17186,3
17187,6
17188,6
17189,3
17190,4
17191,2
17192,8
17193,2
17194,5
17195,2
17196,2
17197,2
17198,2
17199,4
17200,1
17201,1
17202,3
17203,6
17204,6
17205,2
17206,5
17207,3
17208,10
17209,4
17210,2
17211,2
17212,3
17213,3
17214,3
17215,6
17216,5
17217,3
17218,2
17219,2
17220,7
17221,5
17222,5
17223,4
17224,0
17225,3
17226,4
17227,2
17228,3
17229,5
17230,0
17231,4
17232,7
17233,5
17234,2
17235,6
17236,3
17237,4
17238,5
17239,5
17240,6
17241,3
17242,4
17243,8
17244,3
17245,2
17246,1
17247,5
17248,4
17249,2
17250,3
17251,3
17252,2
17253,3
17254,4
17255,6
17256,4
17257,1
17258,8
17259,3
17260,4
17261,10
17262,2
17263,8
17264,3
17265,2
17266,3
17267,2
17268,3
17269,7
17270,1
17271,4
17272,2
17273,4
17274,2
17275,7
17276,2
17277,5
17278,4
17279,4
17280,2
17281,3
17282,5
17283,2
17284,2
17285,4
17286,4
17287,8
17288,0
17289,3
17290,5
17291,4
17292,3
17293,5
17294,4
17295,3
17296,3
17297,2
17298,7
17299,2
17300,1
17301,4
17302,6
17303,6
17304,2
17305,3
17306,4
17307,3
17308,2
17309,3
17310,2
17311,5
17312,3
17313,2
17314,3
17315,3
17316,3
17317,2
17318,3
17319,1
17320,2
17321,6
17322,3
17323,3
17324,0
17325,7
17326,4
17327,1
17328,5
17329,6
17330,6
17331,5
17332,5
17333,3
17334,3
17335,5
17336,5
17337,4
17338,8
17339,5
17340,4
17341,4
17342,8
17343,8
17344,3
17345,5
17346,3
17347,5
17348,4
17349,3
17350,5
17351,6
17352,3
17353,8
17354,3
17355,3
17356,5
17357,6
17358,3
17359,2
17360,4
17361,3
17362,4
17363,0
17364,5
17365,6
17366,0
17367,3
17368,7
17369,5
17370,1
17371,3
17372,8
17373,7
17374,5
17375,9
17376,5
17377,5
17378,4
17379,3
17380,4
17381,4
17382,4
17383,4
17384,5
17385,3
17386,4
17387,9
17388,4
17389,5
17390,4
17391,4
17392,4
17393,2
17394,2
17395,2
17396,1
17397,1
17398,3
17399,3
17400,8
17401,0
17402,1
17403,4
17404,3
17405,5
17406,4
17407,6
17408,3
17409,2
17410,3
17411,6
17412,3
17413,5
17414,6
17415,2
17416,8
17417,7
17418,6
17419,4
17420,6
17421,4
17422,8
17423,1
17424,3
17425,3
17426,1
17427,7
17428,4
17429,4
17430,3
17431,3
17432,9
17433,3
17434,4
17435,7
17436,3
17437,2
17438,5
17439,6
17440,2
17441,1
17442,5
17443,2
17444,6
17445,5
17446,3
17447,4
17448,3
17449,5
17450,4
17451,6
17452,3
17453,6
17454,6
17455,2
17456,7
17457,2
17458,3
17459,2
17460,5
17461,3
17462,2
17463,4
17464,7
17465,2
17466,2
17467,5
17468,4
17469,3
17470,2
17471,5
17472,1
17473,6
17474,4
17475,3
17476,6
17477,5
17478,5
17479,3
17480,6
17481,6
17482,5
17483,3
17484,4
17485,4
17486,1
17487,5
17488,4
17489,6
17490,5
17491,2
17492,3
17493,5
17494,5
17495,3
17496,4
17497,2
17498,4
17499,3
17500,5
17501,9
17502,4
17503,4
17504,7
17505,7
17506,4
17507,5
17508,3
17509,4
17510,5
17511,4
17512,3
17513,2
17514,2
17515,7
17516,3
17517,4
17518,5
17519,8
17520,3
17521,2
17522,4
17523,3
17524,6
17525,5
17526,12
17527,11
17528,5
17529,5
17530,4
17531,2
17532,7
17533,7
17534,4
17535,5
17536,2
17537,8
17538,5
17539,2
17540,5
17541,3
17542,6
17543,6
17544,9
17545,2
17546,4
17547,5
17548,6
17549,1
17550,2
17551,3
17552,3
17553,5
17554,4
17555,1
17556,3
17557,6
17558,1
17559,8
17560,5
17561,6
17562,5
17563,5
17564,4
17565,4
17566,3
17567,2
17568,8
17569,7
17570,5
17571,8
17572,4
17573,3
17574,6
17575,1
17576,3
17577,1
17578,2
17579,3
17580,3
17581,3
17582,5
17583,2
17584,2
17585,5
17586,9
17587,2
17588,6
17589,4
17590,5
17591,3
17592,3
17593,3
17594,8
17595,7
17596,0
17597,5
17598,3
17599,7
17600,4
17601,8
17602,1
17603,4
17604,5
17605,5
17606,8
17607,2
17608,4
17609,2
17610,1
17611,3
17612,3
17613,5
17614,5
17615,4
17616,3
17617,4
17618,5
17619,3
17620,2
17621,2
17622,1
17623,2
17624,5
17625,5
17626,4
17627,3
17628,5
17629,7
17630,5
17631,6
17632,4
17633,2
17634,3
17635,7
17636,6
17637,5
17638,5
17639,3
17640,3
17641,6
17642,5
17643,3
17644,3
17645,4
17646,3
17647,4
17648,3
17649,8
17650,2
17651,2
17652,6
17653,1
17654,2
17655,6
17656,7
17657,4
17658,1
17659,1
17660,3
17661,4
17662,3
17663,3
17664,2
17665,3
17666,2
17667,7
17668,4
17669,3
17670,7
17671,7
17672,2
17673,5
17674,3
17675,4
17676,6
17677,5
17678,0
17679,4
17680,3
17681,3
17682,2
17683,5
17684,5
17685,2
17686,3
17687,3
17688,3
17689,2
17690,5
17691,3
17692,1
17693,7
17694,1
17695,1
17696,3
17697,3
17698,4
17699,4
17700,6
17701,2
17702,4
17703,2
17704,2
17705,4
17706,5
17707,5
17708,2
17709,2
17710,9
17711,8
17712,7
17713,5
17714,4
17715,4
17716,10
17717,6
17718,5
17719,3
17720,5
17721,8
17722,3
17723,5
17724,5
17725,3
17726,5
17727,7
17728,2
17729,4
17730,2
17731,3
17732,8
17733,6
17734,5
17735,4
17736,3
17737,5
17738,4
17739,3
17740,2
17741,4
17742,4
17743,7
17744,8
17745,4
17746,4
17747,3
17748,3
17749,1
17750,1
17751,5
17752,2
17753,2
17754,9
17755,6
17756,1
17757,4
17758,2
17759,5
17760,4
17761,1
17762,3
17763,5
17764,4
17765,4
17766,5
17767,4
17768,2
17769,5
17770,7
17771,7
17772,7
17773,2
17774,3
17775,1
17776,2
17777,5
17778,2
17779,6
17780,3
17781,7
17782,3
17783,5
17784,2
17785,8
17786,5
17787,2
17788,6
17789,3
17790,4
17791,5
17792,5
17793,2
17794,5
17795,0
17796,5
17797,1
17798,3
17799,10
17800,3
17801,3
17802,4
17803,4
17804,4
17805,3
17806,4
17807,9
17808,9
17809,4
17810,6
17811,5
17812,2
17813,6
17814,2
17815,5
17816,2
17817,8
17818,3
17819,2
17820,3
17821,5
17822,2
17823,3
17824,2
17825,2
17826,9
17827,4
17828,5
17829,2
17830,3
17831,6
17832,6
17833,3
17834,3
17835,4
17836,3
17837,3
17838,5
17839,1
17840,3
17841,1
17842,4
17843,3
17844,4
17845,2
17846,5
17847,4
17848,4
17849,5
17850,3
17851,2
17852,2
17853,4
17854,2
17855,3
17856,4
17857,3
17858,3
17859,3
17860,2
17861,7
17862,2
17863,3
17864,1
17865,6
17866,3
17867,5
17868,3
17869,2
17870,7
17871,2
17872,5
17873,4
17874,1
17875,4
17876,5
17877,5
17878,5
17879,2
17880,5
17881,3
17882,4
17883,10
17884,5
17885,5
17886,6
17887,2
17888,3
17889,3
17890,6
17891,6
17892,3
17893,2
17894,3
17895,3
17896,1
17897,6
17898,3
17899,7
17900,3
17901,7
17902,7
17903,3
17904,1
17905,2
17906,4
17907,1
17908,5
17909,4
17910,2
17911,2
17912,6
17913,8
17914,5
17915,3
17916,4
17917,4
17918,6
17919,5
17920,6
17921,4
17922,3
17923,5
17924,2
17925,4
17926,6
17927,4
17928,3
17929,5
17930,2
17931,10
17932,8
17933,2
17934,4
17935,7
17936,3
17937,5
17938,10
17939,7
17940,6
17941,2
17942,3
17943,3
17944,4
17945,2
17946,4
17947,4
17948,5
17949,5
17950,3
17951,4
17952,5
17953,4
17954,2
17955,5
17956,4
17957,5
17958,4
17959,4
17960,8
17961,3
17962,2
17963,3
17964,5
17965,3
17966,2
17967,6
17968,2
17969,4
17970,6
17971,2
17972,6
17973,4
17974,4
17975,2
17976,3
17977,3
17978,5
17979,3
17980,4
17981,4
17982,2
17983,2
17984,2
17985,6
17986,3
17987,4
17988,3
17989,2
17990,1
17991,2
17992,3
17993,4
17994,1
17995,5
17996,3
17997,5
17998,4
17999,5
18000,4
18001,7
18002,6
18003,4
18004,4
18005,3
18006,3
18007,5
18008,6
18009,4
18010,2
18011,5
18012,5
18013,3
18014,9
18015,4
18016,3
18017,3
18018,7
18019,2
18020,5
18021,2
18022,3
18023,2
18024,5
18025,2
18026,1
18027,2
18028,5
18029,4
18030,4
18031,5
18032,5
18033,8
18034,2
18035,5
18036,6
18037,2
18038,2
18039,6
18040,4
18041,3
18042,2
18043,2
18044,2
18045,5
18046,3
18047,2
18048,5
18049,3
18050,2
18051,5
18052,7
18053,3
18054,1
18055,1
18056,5
18057,2
18058,6
18059,6
18060,3
18061,2
18062,2
18063,3
18064,3
18065,1
18066,2
18067,5
18068,6
18069,7
18070,6
18071,4
18072,6
18073,3
18074,6
18075,12
18076,3
18077,7
18078,2
18079,5
18080,3
18081,5
18082,6
18083,3
18084,2
18085,8
18086,4
18087,3
18088,4
18089,5
18090,5
18091,5
18092,4
18093,2
18094,2
18095,6
18096,4
18097,4
18098,2
18099,3
18100,8
18101,5
18102,8
18103,1
18104,7
18105,5
18106,8
18107,5
18108,6
18109,3
18110,5
18111,2
18112,8
18113,5
18114,4
18115,8
18116,3
18117,7
18118,3
18119,4
18120,1
18121,3
18122,6
18123,3
18124,4
18125,3
18126,2
18127,3
18128,8
18129,3
18130,7
18131,3
18132,4
18133,2
18134,5
18135,4
18136,4
18137,3
18138,1
18139,4
18140,8
18141,6
18142,3
18143,4
18144,2
18145,2
18146,3
18147,5
18148,4
18149,4
18150,6
18151,5
18152,5
18153,4
18154,4
18155,5
18156,4
18157,0
18158,6
18159,3
18160,3
18161,0
18162,4
18163,5
18164,5
18165,2
18166,2
18167,3
18168,5
18169,1
18170,1
18171,2
18172,1
18173,6
18174,3
18175,2
18176,0
18177,2
18178,3
18179,4
18180,4
18181,5
18182,5
18183,4
18184,2
18185,6
18186,3
18187,3
18188,5
18189,3
18190,4
18191,2
18192,7
18193,5
18194,4
18195,4
18196,1
18197,1
18198,1
18199,5
18200,3
18201,1
18202,7
18203,4
18204,4
18205,5
18206,4
18207,5
18208,4
18209,4
18210,2
18211,6
18212,4
18213,2
18214,4
18215,5
18216,4
18217,6
18218,3
18219,6
18220,5
18221,5
18222,3
18223,4
18224,7
18225,4
18226,2
18227,3
18228,4
18229,7
18230,4
18231,6
18232,4
18233,5
18234,3
18235,9
18236,1
18237,6
18238,5
18239,3
18240,3
18241,4
18242,1
18243,1
18244,3
18245,1
18246,5
18247,8
18248,5
18249,4
18250,1
18251,5
18252,1
18253,3
18254,1
18255,4
18256,3
18257,2
18258,4
18259,6
18260,5
18261,5
18262,0
18263,5
18264,6
18265,4
18266,4
18267,4
18268,1
18269,4
18270,5
18271,3
18272,2
18273,4
18274,6
18275,6
18276,5
18277,7
18278,4
18279,1
18280,3
18281,4
18282,4
18283,3
18284,5
18285,6
18286,6
18287,2
18288,5
18289,6
18290,4
18291,6
18292,1
18293,3
18294,3
18295,5
18296,4
18297,6
18298,4
18299,5
18300,5
18301,3
18302,5
18303,2
18304,3
18305,6
18306,2
18307,3
18308,3
18309,2
18310,3
18311,5
18312,6
18313,2
18314,2
18315,5
18316,4
18317,4
18318,1
18319,3
18320,5
18321,5
18322,4
18323,4
18324,4
18325,5
18326,7
18327,2
18328,3
18329,2
18330,4
18331,6
18332,5
18333,2
18334,4
18335,5
18336,5
18337,3
18338,2
18339,6
18340,8
18341,5
18342,6
18343,1
18344,4
18345,2
18346,4
18347,3
18348,3
18349,5
18350,1
18351,9
18352,3
18353,3
18354,4
18355,5
18356,5
18357,4
18358,6
18359,4
18360,2
18361,1
18362,1
18363,5
18364,0
18365,7
18366,6
18367,7
18368,6
18369,6
18370,6
18371,2
18372,10
18373,3
18374,2
18375,5
18376,4
18377,2
18378,4
18379,5
18380,3
18381,3
18382,3
18383,1
18384,2
18385,2
18386,3
18387,4
18388,3
18389,2
18390,3
18391,3
18392,3
18393,5
18394,4
18395,1
18396,4
18397,5
18398,3
18399,7
18400,5
18401,2
18402,4
18403,5
18404,3
18405,7
18406,2
18407,2
18408,5
18409,7
18410,3
18411,3
18412,3
18413,7
18414,6
18415,6
18416,5
18417,5
18418,8
18419,6
18420,5
18421,1
18422,2
18423,5
18424,5
18425,1
18426,7
18427,3
18428,2
18429,4
18430,5
18431,4
18432,3
18433,4
18434,6
18435,6
18436,4
18437,5
18438,5
18439,3
18440,4
18441,2
18442,6
18443,7
18444,4
18445,1
18446,3
18447,6
18448,3
18449,3
18450,3
18451,4
18452,1
18453,4
18454,4
18455,4
18456,1
18457,2
18458,9
18459,5
18460,5
18461,3
18462,9
18463,2
18464,5
18465,5
18466,6
18467,3
18468,3
18469,2
18470,4
18471,1
18472,5
18473,2
18474,4
18475,7
18476,5
18477,2
18478,3
18479,5
18480,4
18481,4
18482,3
18483,5
18484,4
18485,2
18486,2
18487,3
18488,4
18489,5
18490,4
18491,9
18492,5
18493,6
18494,4
18495,3
18496,3
18497,5
18498,2
18499,6
18500,2
18501,1
18502,2
18503,3
18504,1
18505,7
18506,10
18507,3
18508,0
18509,5
18510,4
18511,2
18512,4
18513,5
18514,0
18515,2
18516,5
18517,3
18518,4
18519,9
18520,3
18521,6
18522,2
18523,3
18524,3
18525,3
18526,7
18527,4
18528,5
18529,8
18530,5
18531,4
18532,7
18533,3
18534,3
18535,4
18536,2
18537,5
18538,4
18539,6
18540,4
18541,2
18542,3
18543,5
18544,5
18545,1
18546,4
18547,2
18548,5
18549,4
18550,2
18551,4
18552,4
18553,6
18554,7
18555,6
18556,1
18557,6
18558,2
18559,3
18560,2
18561,2
18562,3
18563,1
18564,2
18565,6
18566,1
18567,4
18568,7
18569,5
18570,2
18571,5
18572,6
18573,5
18574,4
18575,3
18576,2
18577,3
18578,2
18579,3
18580,6
18581,4
18582,8
18583,7
18584,2
18585,9
18586,5
18587,5
18588,3
18589,3
18590,1
18591,4
18592,7
18593,3
18594,1
18595,3
18596,5
18597,4
18598,2
18599,4
18600,5
18601,2
18602,2
18603,2
18604,6
18605,2
18606,2
18607,3
18608,7
18609,2
18610,4
18611,6
18612,5
18613,7
18614,2
18615,7
18616,4
18617,2
18618,2
18619,4
18620,5
18621,3
18622,2
18623,5
18624,7
18625,4
18626,0
18627,1
18628,1
18629,2
18630,3
18631,5
18632,5
18633,3
18634,4
18635,2
18636,3
18637,5
18638,3
18639,1
18640,5
18641,2
18642,3
18643,1
18644,4
18645,2
18646,10
18647,8
18648,2
18649,4
18650,5
18651,8
18652,2
18653,4
18654,4
18655,0
18656,6
18657,4
18658,3
18659,5
18660,1
18661,3
18662,1
18663,6
18664,5
18665,8
18666,2
18667,6
18668,4
18669,2
18670,5
18671,7
18672,2
18673,8
18674,6
18675,6
18676,3
18677,1
18678,2
18679,2
18680,1
18681,8
18682,6
18683,4
18684,7
18685,6
18686,2
18687,6
18688,5
18689,5
18690,2
18691,5
18692,5
18693,5
18694,5
18695,8
18696,6
18697,4
18698,2
18699,2
18700,2
18701,3
18702,4
18703,3
18704,6
18705,5
18706,6
18707,6
18708,0
18709,6
18710,1
18711,3
18712,5
18713,5
18714,6
18715,5
18716,5
18717,7
18718,2
18719,5
18720,5
18721,2
18722,5
18723,4
18724,2
18725,5
18726,3
18727,5
18728,1
18729,4
18730,3
18731,3
18732,6
18733,0
18734,6
18735,11
18736,7
18737,9
18738,0
18739,5
18740,4
18741,4
18742,2
18743,4
18744,5
18745,6
18746,3
18747,3
18748,5
18749,6
18750,4
18751,6
18752,4
18753,2
18754,4
18755,0
18756,2
18757,5
18758,6
18759,5
18760,8
18761,1
18762,4
18763,4
18764,8
18765,8
18766,2
18767,3
18768,4
18769,2
18770,1
18771,1
18772,4
18773,5
18774,2
18775,5
18776,5
18777,1
18778,2
18779,4
18780,2
18781,3
18782,3
18783,4
18784,2
18785,4
18786,5
18787,1
18788,6
18789,10
18790,4
18791,3
18792,3
18793,6
18794,2
18795,3
18796,5
18797,3
18798,3
18799,5
18800,3
18801,3
18802,6
18803,5
18804,3
18805,3
18806,5
18807,2
18808,2
18809,2
18810,4
18811,3
18812,1
18813,5
18814,4
18815,4
18816,2
18817,6
18818,6
18819,3
18820,3
18821,4
18822,6
18823,2
18824,6
18825,1
18826,5
18827,2
18828,2
18829,3
18830,1
18831,3
18832,7
18833,2
18834,3
18835,7
18836,4
18837,4
18838,4
18839,4
18840,2
18841,4
18842,5
18843,3
18844,8
18845,8
18846,2
18847,3
18848,3
18849,1
18850,6
18851,6
18852,7
18853,6
18854,1
18855,4
18856,5
18857,4
18858,1
18859,6
18860,2
18861,5
18862,4
18863,5
18864,2
18865,7
18866,6
18867,3
18868,4
18869,7
18870,6
18871,4
18872,4
18873,5
18874,2
18875,2
18876,6
18877,6
18878,2
18879,1
18880,5
18881,4
18882,7
18883,5
18884,3
18885,9
18886,3
18887,4
18888,4
18889,6
18890,2
18891,1
18892,5
18893,6
18894,5
18895,5
18896,1
18897,2
18898,2
18899,3
18900,4
18901,3
18902,3
18903,2
18904,4
18905,3
18906,0
18907,2
18908,4
18909,4
18910,4
18911,4
18912,5
18913,5
18914,2
18915,3
18916,4
18917,1
18918,6
18919,5
18920,5
18921,4
18922,5
18923,3
18924,1
18925,6
18926,4
18927,3
18928,4
18929,4
18930,8
18931,4
18932,3
18933,5
18934,4
18935,2
18936,6
18937,5
18938,4
18939,6
18940,5
18941,5
18942,2
18943,4
18944,1
18945,7
18946,6
18947,5
18948,6
18949,4
18950,3
18951,1
18952,4
18953,1
18954,4
18955,3
18956,3
18957,4
18958,6
18959,3
18960,6
18961,5
18962,6
18963,1
18964,7
18965,3
18966,5
18967,2
18968,4
18969,2
18970,2
18971,4
18972,2
18973,4
18974,4
18975,3
18976,4
18977,1
18978,4
18979,2
18980,4
18981,7
18982,2
18983,2
18984,1
18985,3
18986,3
18987,5
18988,6
18989,2
18990,4
18991,2
18992,4
18993,5
18994,7
18995,5
18996,4
18997,6
18998,1
18999,3
19000,4
19001,5
19002,6
19003,4
19004,10
19005,2
19006,7
19007,5
19008,4
19009,6
19010,0
19011,4
19012,8
19013,3
19014,4
19015,12
19016,3
19017,3
19018,8
19019,7
19020,3
19021,2
19022,2
19023,1
19024,5
19025,7
19026,5
19027,6
19028,2
19029,9
19030,3
19031,1
19032,3
19033,1
19034,2
19035,8
19036,5
19037,3
19038,6
19039,3
19040,1
19041,7
19042,7
19043,3
19044,6
19045,2
19046,1
19047,1
19048,4
19049,4
19050,6
19051,7
19052,2
19053,6
19054,1
19055,2
19056,4
19057,3
19058,5
19059,2
19060,3
19061,3
19062,3
19063,3
19064,1
19065,3
19066,4
19067,2
19068,7
19069,8
19070,6
19071,10
19072,4
19073,4
19074,4
19075,7
19076,6
19077,2
19078,2
19079,4
19080,3
19081,6
19082,1
19083,3
19084,5
19085,4
19086,3
19087,7
19088,4
19089,7
19090,5
19091,3
19092,7
19093,3
19094,3
19095,5
19096,9
19097,2
19098,5
19099,5
19100,2
19101,9
19102,5
19103,6
19104,4
19105,3
19106,9
19107,3
19108,3
19109,2
19110,8
19111,8
19112,3
19113,2
19114,4
19115,3
19116,3
19117,7
19118,1
19119,5
19120,3
19121,7
19122,4
19123,4
19124,1
19125,5
19126,4
19127,4
19128,2
19129,6
19130,4
19131,5
19132,5
19133,5
19134,4
19135,6
19136,6
19137,5
19138,7
19139,5
19140,1
19141,3
19142,7
19143,2
19144,2
19145,4
19146,2
19147,5
19148,5
19149,3
19150,4
19151,5
19152,2
19153,4
19154,8
19155,6
19156,3
19157,6
19158,5
19159,2
19160,10
19161,7
19162,2
19163,3
19164,1
19165,3
19166,3
19167,2
19168,4
19169,3
19170,5
19171,6
19172,6
19173,4
19174,6
19175,1
19176,6
19177,6
19178,7
19179,4
19180,4
19181,7
19182,6
19183,4
19184,6
19185,3
19186,2
19187,6
19188,1
19189,6
19190,4
19191,4
19192,3
19193,4
19194,3
19195,3
19196,5
19197,5
19198,3
19199,1
19200,1
19201,5
19202,5
19203,1
19204,3
19205,5
19206,4
19207,3
19208,3
19209,4
19210,5
19211,3
19212,4
19213,4
19214,3
19215,5
19216,2
19217,1
19218,10
19219,4
19220,4
19221,6
19222,2
19223,7
19224,3
19225,2
19226,5
19227,4
19228,2
19229,4
19230,5
19231,2
19232,9
19233,4
19234,4
19235,4
19236,4
19237,5
19238,4
19239,7
19240,2
19241,4
19242,6
19243,6
19244,6
19245,8
19246,6
19247,2
19248,7
19249,5
19250,4
19251,6
19252,6
19253,6
19254,3
19255,2
19256,2
19257,4
19258,6
19259,1
19260,6
19261,4
19262,2
19263,3
19264,2
19265,11
19266,9
19267,6
19268,3
19269,5
19270,5
19271,2
19272,4
19273,3
19274,5
19275,4
19276,3
19277,5
19278,7
19279,6
19280,3
19281,6
19282,1
19283,4
19284,1
19285,5
19286,4
19287,4
19288,5
19289,5
19290,5
19291,4
19292,3
19293,7
19294,2
19295,1
19296,7
19297,8
19298,7
19299,6
19300,3
19301,1
19302,10
19303,8
19304,4
19305,1
19306,9
19307,1
19308,1
19309,6
19310,4
19311,3
19312,3
19313,5
19314,4
19315,5
19316,6
19317,6
19318,0
19319,7
19320,4
19321,4
19322,2
19323,1
19324,6
19325,1
19326,4
19327,4
19328,3
19329,3
19330,3
19331,4
19332,2
19333,1
19334,7
19335,7
19336,4
19337,4
19338,6
19339,2
19340,0
19341,3
19342,6
19343,5
19344,6
19345,4
19346,3
19347,9
19348,5
19349,7
19350,5
19351,4
19352,4
19353,3
19354,5
19355,1
19356,3
19357,4
19358,2
19359,2
19360,3
19361,6
19362,7
19363,4
19364,1
19365,4
19366,3
19367,7
19368,5
19369,1
19370,2
19371,3
19372,0
19373,5
19374,2
19375,5
19376,4
19377,7
19378,2
19379,3
19380,2
19381,4
19382,4
19383,6
19384,1
19385,2
19386,5
19387,2
19388,3
19389,3
19390,2
19391,4
19392,0
