ID,Estado cerrado,Duración,Id de estación de inicio,Fecha de inicio,Nombre de estación de inicio,Fecha de fin,Id de estación de fin de viaje,Nombre de estación de fin de viaje,ID de ciclista,Tipo de ciclista,Modelo de bicicleta,Origen de viaje
11198290,NORMAL,2851,56,2021-06-01 17:02:01,056 - Plaza Palermo Viejo,2021-06-01 17:49:32,294.0,363 - Udaondo,497552,MEMBER,ICONIC,CODE
11198289,NORMAL,647,335,2021-06-01 17:09:41,206 - Galicia,2021-06-01 17:20:28,449.0,352 - San Jose de Flores,744643,MEMBER,ICONIC,CODE
11198288,NORMAL,247,96,2021-06-01 17:01:23,096 - Carlos Gardel,2021-06-01 17:05:30,161.0,161 - Humahuaca,26629,MEMBER,ICONIC,CODE
11198287,NORMAL,748,199,2021-06-01 17:09:36,199 - ESTADOS UNIDOS Y BOEDO,2021-06-01 17:22:04,93.0,093 - CARLOS CALVO,341810,MEMBER,ICONIC,CODE
11198286,NORMAL,763,121,2021-06-01 17:09:36,121 - YATAY,2021-06-01 17:22:19,216.0,059 - Coronel Diaz,340043,MEMBER,ICONIC,CODE
11198285,NORMAL,364,79,2021-06-01 17:09:23,079 - AZUCENA VILLAFLOR,2021-06-01 17:15:27,128.0,128 - PARQUE DEL BAJO,759885,MEMBER,ICONIC,CODE
11198284,NORMAL,697,378,2021-06-01 17:09:10,215 - HOSPITAL ALVAREZ,2021-06-01 17:20:47,261.0,272 - Plaza Bruno Giordano,740512,MEMBER,ICONIC,CODE
11198283,NORMAL,119,152,2021-06-01 19:32:32,152 - JULIETA LANTERI,2021-06-01 19:34:31,150.0,150 - RODRIGO BUENO,330164,MEMBER,ICONIC,CODE
11198282,NORMAL,1421,38,2021-06-01 17:01:03,038 - Plaza Libertad,2021-06-01 17:24:44,92.0,092 - Salcedo,159178,MEMBER,ICONIC,CODE
11198281,NORMAL,745,335,2021-06-01 17:08:00,206 - Galicia,2021-06-01 17:20:25,449.0,352 - San Jose de Flores,768106,MEMBER,ICONIC,CODE
11198280,NORMAL,916,164,2021-06-01 17:07:42,164 - FACULTAD DE INGENERIA,2021-06-01 17:22:58,130.0,130 - RETIRO II,723471,MEMBER,ICONIC,CODE
11198279,NORMAL,922,318,2021-06-01 17:07:39,285 - ESPINOSA,2021-06-01 17:23:01,104.0,104 - Federico Lacroze,667075,MEMBER,ICONIC,CODE
11198277,NORMAL,1424,329,2021-06-01 17:08:06,100 - Plaza Gurruchaga,2021-06-01 17:31:50,204.0,167 - Hipólito Yrigoyen,568909,MEMBER,ICONIC,CODE
11198276,NORMAL,796,262,2021-06-01 17:07:59,349 - Plaza Saenz Peña,2021-06-01 17:21:15,231.0,384 - PLAZA BENITO NAZAR,707111,MEMBER,ICONIC,CODE
11198275,NORMAL,1060,50,2021-06-01 19:28:04,050 - Hospital Rivadavia,2021-06-01 19:45:44,329.0,100 - Plaza Gurruchaga,494281,MEMBER,ICONIC,CODE
11198274,NORMAL,1100,263,2021-06-01 17:07:17,270 - PLAZA DEL ANGEL GRIS,2021-06-01 17:25:37,227.0,188 - Aranguren,568772,MEMBER,ICONIC,CODE
11198273,NORMAL,1944,65,2021-06-01 17:07:06,065 - Julián Álvarez,2021-06-01 17:39:30,289.0,255 - BARRANCAS DE BELGRANO,642643,MEMBER,ICONIC,CODE
11198272,NORMAL,1915,281,2021-06-01 17:06:52,350 - Plaza Irlanda,2021-06-01 17:38:47,33.0,033 - Facultad de Medicina,712363,MEMBER,ICONIC,CODE
11198271,NORMAL,1132,222,2021-06-01 17:07:13,160 - Godoy Cruz y Libertador,2021-06-01 17:26:05,216.0,059 - Coronel Diaz,756262,MEMBER,ICONIC,CODE
11198270,NORMAL,1242,289,2021-06-01 19:34:08,255 - BARRANCAS DE BELGRANO,2021-06-01 19:54:50,124.0,124 - UGARTECHE,703825,MEMBER,ICONIC,CODE
11198269,NORMAL,2171,275,2021-06-01 19:25:12,256 - PLAZA NORUEGA,2021-06-01 20:01:23,229.0,243 - PLAZOLETA CELEDONIO FLORES,502330,MEMBER,ICONIC,CODE
11198268,NORMAL,1266,163,2021-06-01 17:06:42,163 - ONCE II,2021-06-01 17:27:48,433.0,273 - Plazoleta Colombia,38909,MEMBER,ICONIC,CODE
11198267,NORMAL,2038,257,2021-06-01 19:24:02,264 - Plaza Marcos Sastre,2021-06-01 19:58:00,94.0,094 - GÚZMAN,737805,MEMBER,ICONIC,CODE
11198264,NORMAL,405,74,2021-06-01 16:59:46,074 - INSTITUTO  LELOIR,2021-06-01 17:06:31,161.0,161 - Humahuaca,692542,MEMBER,ICONIC,CODE
11198263,NORMAL,1330,158,2021-06-01 17:05:55,158 - VILLARROEL,2021-06-01 17:28:05,222.0,160 - Godoy Cruz y Libertador,99416,MEMBER,ICONIC,CODE
11198262,NORMAL,2310,156,2021-06-01 16:59:36,156 - Plaza Alemania,2021-06-01 17:38:06,75.0,075 - Plaza Primero de Mayo,605039,MEMBER,ICONIC,CODE
11198261,NORMAL,2413,278,2021-06-01 19:34:03,233 - MONROE,2021-06-01 20:14:16,278.0,233 - MONROE,144426,MEMBER,ICONIC,CODE
11198260,NORMAL,518,213,2021-06-01 19:21:22,136 - Acevedo,2021-06-01 19:30:00,213.0,136 - Acevedo,534866,MEMBER,ICONIC,CODE
11198259,NORMAL,999,239,2021-06-01 16:59:29,391 - Plaza República de Ecuador,2021-06-01 17:16:08,277.0,292 - PLAZA BOLIVIA,164043,MEMBER,ICONIC,CODE
11198258,NORMAL,923,214,2021-06-01 19:21:24,142 - Armenia y Gorriti,2021-06-01 19:36:47,231.0,384 - PLAZA BENITO NAZAR,372726,MEMBER,ICONIC,CODE
11198257,NORMAL,1136,175,2021-06-01 17:02:57,147 - Constitución,2021-06-01 17:21:53,83.0,083 - Paraná,727006,MEMBER,ICONIC,CODE
11198256,NORMAL,466,64,2021-06-01 17:02:16,064 - RIOBAMBA,2021-06-01 17:10:02,22.0,022 - Arenales,672777,MEMBER,ICONIC,CODE
11198255,NORMAL,1443,104,2021-06-01 17:02:17,104 - Federico Lacroze,2021-06-01 17:26:20,385.0,268 - Plaza Aristóbulo Del Valle,45055,MEMBER,ICONIC,CODE
11198254,NORMAL,1439,385,2021-06-01 17:14:35,268 - Plaza Aristóbulo Del Valle,2021-06-01 17:38:34,263.0,270 - PLAZA DEL ANGEL GRIS,227501,MEMBER,ICONIC,CODE
11198253,NORMAL,797,161,2021-06-01 17:05:20,161 - Humahuaca,2021-06-01 17:18:37,84.0,084 - Lavalle,303881,MEMBER,ICONIC,CODE
11198252,NORMAL,1519,117,2021-06-01 17:01:54,117 - HUMBERTO 1°,2021-06-01 17:27:13,252.0,331 - CALIFORNIA,512074,MEMBER,ICONIC,CODE
11198251,NORMAL,662,161,2021-06-01 16:58:42,161 - Humahuaca,2021-06-01 17:09:44,99.0,099 - Malabia,738381,MEMBER,ICONIC,CODE
11198250,NORMAL,525,359,2021-06-01 16:58:54,250 - Fleni,2021-06-01 17:07:39,435.0,227 -Club Ciudad de Buenos Aires,304195,MEMBER,ICONIC,CODE
11198249,NORMAL,286,6,2021-06-01 17:14:20,006 - Parque Lezama,2021-06-01 17:19:06,172.0,172 - BRASIL,771591,MEMBER,ICONIC,CODE
11198247,NORMAL,1138,5,2021-06-01 17:14:05,005 - Plaza Italia,2021-06-01 17:33:03,277.0,292 - PLAZA BOLIVIA,758273,MEMBER,ICONIC,CODE
11198246,NORMAL,1564,130,2021-06-01 16:58:26,130 - RETIRO II,2021-06-01 17:24:30,146.0,146 - Hospital Francés,213173,MEMBER,ICONIC,CODE
11198245,NORMAL,1820,30,2021-06-01 17:05:04,030 - Peña,2021-06-01 17:35:24,210.0,335 - General Urquiza,684011,MEMBER,ICONIC,CODE
11198244,NORMAL,17510,132,2021-06-01 17:13:49,132 - CORRIENTES,2021-06-01 22:05:39,186.0,186 - MANZANA 66,466077,MEMBER,ICONIC,CODE
11198243,NORMAL,1009,194,2021-06-01 17:04:58,194 - PERÓN Y ACUÑA DE FIGUEROA,2021-06-01 17:21:47,190.0,190 - JUNCAL,412374,MEMBER,ICONIC,CODE
11198242,NORMAL,536,261,2021-06-01 17:12:35,272 - Plaza Bruno Giordano,2021-06-01 17:21:31,29.0,029 - Parque Centenario,327207,MEMBER,ICONIC,CODE
11198241,NORMAL,2782,316,2021-06-01 16:56:32,205 - SAN MARTIN,2021-06-01 17:42:54,316.0,205 - SAN MARTIN,426738,MEMBER,ICONIC,CODE
11198240,NORMAL,3407,416,2021-06-01 19:31:49,257 - Plaza Francisco Ramirez,2021-06-01 20:28:36,416.0,257 - Plaza Francisco Ramirez,379658,MEMBER,ICONIC,CODE
11198239,NORMAL,489,407,2021-06-01 17:00:53,330 - Parque Avellaneda,2021-06-01 17:09:02,372.0,322 - MARTÍ Y DIRECTORIO,448102,MEMBER,ICONIC,CODE
11198237,NORMAL,1737,204,2021-06-01 17:00:48,167 - Hipólito Yrigoyen,2021-06-01 17:29:45,175.0,147 - Constitución,728035,MEMBER,ICONIC,CODE
11198236,NORMAL,2355,13,2021-06-01 19:32:54,013 - ONCE,2021-06-01 20:12:09,45.0,045 - Uruguay,702289,MEMBER,ICONIC,CODE
11198235,NORMAL,1917,150,2021-06-01 16:55:35,150 - RODRIGO BUENO,2021-06-01 17:27:32,150.0,150 - RODRIGO BUENO,621231,MEMBER,ICONIC,CODE
11198234,NORMAL,853,38,2021-06-01 17:04:27,038 - Plaza Libertad,2021-06-01 17:18:40,200.0,200 - AUSTRIA Y FRENCH,139108,MEMBER,ICONIC,CODE
11198233,NORMAL,520,169,2021-06-01 17:04:08,169 - FACULTAD DE PSICOLOGIA,2021-06-01 17:12:48,118.0,118 - MEXICO,57039,MEMBER,ICONIC,CODE
11198232,NORMAL,1780,449,2021-06-01 16:59:44,352 - San Jose de Flores,2021-06-01 17:29:24,449.0,352 - San Jose de Flores,685662,MEMBER,ICONIC,CODE
11198231,NORMAL,1884,322,2021-06-01 16:59:15,289 - MONTAÑESES,2021-06-01 17:30:39,322.0,289 - MONTAÑESES,771663,MEMBER,ICONIC,CODE
11198230,NORMAL,1181,223,2021-06-01 16:52:10,178 - José Marmol,2021-06-01 17:11:51,212.0,129 - Velasco,5309,MEMBER,ICONIC,CODE
11198229,NORMAL,1826,14,2021-06-01 16:59:09,014 - Pacifico,2021-06-01 17:29:35,236.0,254 - Plaza Rafael Hernandez,350670,MEMBER,ICONIC,CODE
11198228,NORMAL,842,33,2021-06-01 19:32:22,033 - Facultad de Medicina,2021-06-01 19:46:24,5.0,005 - Plaza Italia,146277,MEMBER,ICONIC,CODE
11198227,NORMAL,879,118,2021-06-01 17:07:43,118 - MEXICO,2021-06-01 17:22:22,80.0,080 - DOBLAS,73605,MEMBER,ICONIC,CODE
11198226,NORMAL,1132,130,2021-06-01 16:57:58,130 - RETIRO II,2021-06-01 17:16:50,210.0,335 - General Urquiza,567618,MEMBER,ICONIC,CODE
11198225,NORMAL,555,258,2021-06-01 16:57:40,336 - La Pampa,2021-06-01 17:06:55,355.0,242 - Plazoleta Rafael del Riego,53494,MEMBER,ICONIC,CODE
11198224,NORMAL,2700,99,2021-06-01 19:30:55,099 - Malabia,2021-06-01 20:15:55,54.0,054 - Acuña de Figueroa,235245,MEMBER,ICONIC,CODE
11198223,NORMAL,1460,392,2021-06-01 17:03:40,297 - TRONADOR Y GARCÍA DEL RÍO,2021-06-01 17:28:00,104.0,104 - Federico Lacroze,59806,MEMBER,ICONIC,CODE
11198222,NORMAL,790,138,2021-06-01 16:57:06,138 - Hospital Britanico,2021-06-01 17:10:16,155.0,155 - Parque José Evaristo Uriburu,751770,MEMBER,ICONIC,CODE
11198221,NORMAL,1743,239,2021-06-01 17:07:37,391 - Plaza República de Ecuador,2021-06-01 17:36:40,83.0,083 - Paraná,174809,MEMBER,ICONIC,CODE
11198220,NORMAL,802,214,2021-06-01 17:03:32,142 - Armenia y Gorriti,2021-06-01 17:16:54,194.0,194 - PERÓN Y ACUÑA DE FIGUEROA,691582,MEMBER,ICONIC,CODE
11198219,NORMAL,1372,203,2021-06-01 17:07:29,108 - Usina del Arte,2021-06-01 17:30:21,43.0,334 - CENTRO DE EXPOSICIONES,29603,MEMBER,ICONIC,CODE
11198218,NORMAL,311,104,2021-06-01 19:29:56,104 - Federico Lacroze,2021-06-01 19:35:07,247.0,282 - Tronador,361141,MEMBER,ICONIC,CODE
11198217,NORMAL,3347,12,2021-06-01 17:02:56,012 - Plaza Vicente Lopez,2021-06-01 17:58:43,416.0,257 - Plaza Francisco Ramirez,509730,MEMBER,ICONIC,CODE
11198216,NORMAL,808,152,2021-06-01 17:07:27,152 - JULIETA LANTERI,2021-06-01 17:20:55,152.0,152 - JULIETA LANTERI,708019,MEMBER,ICONIC,CODE
11198215,NORMAL,584,289,2021-06-01 19:30:27,255 - BARRANCAS DE BELGRANO,2021-06-01 19:40:11,364.0,381 - Matienzo Y Arce,8954,MEMBER,ICONIC,CODE
11198214,NORMAL,3539,299,2021-06-01 19:27:18,221 - CULPINA,2021-06-01 20:26:17,255.0,374 - Puan,443402,MEMBER,ICONIC,CODE
11198213,NORMAL,236,74,2021-06-01 16:49:09,074 - INSTITUTO  LELOIR,2021-06-01 16:53:05,29.0,029 - Parque Centenario,382626,MEMBER,ICONIC,CODE
11198212,NORMAL,371,163,2021-06-01 16:56:25,163 - ONCE II,2021-06-01 17:02:36,120.0,120 - HOSPITAL RAMOS MEJIA,424920,MEMBER,ICONIC,CODE
11198211,NORMAL,1132,210,2021-06-01 19:24:36,335 - General Urquiza,2021-06-01 19:43:28,116.0,116 - HOSPITAL ALEMÁN,61446,MEMBER,ICONIC,CODE
11198210,NORMAL,1608,92,2021-06-01 17:02:23,092 - Salcedo,2021-06-01 17:29:11,194.0,194 - PERÓN Y ACUÑA DE FIGUEROA,731516,MEMBER,ICONIC,CODE
11198209,NORMAL,1235,104,2021-06-01 16:49:01,104 - Federico Lacroze,2021-06-01 17:09:36,96.0,096 - Carlos Gardel,752587,MEMBER,ICONIC,CODE
11198208,NORMAL,232,257,2021-06-01 16:55:47,264 - Plaza Marcos Sastre,2021-06-01 16:59:39,235.0,281 - Villa Urquiza,671082,MEMBER,ICONIC,CODE
11198207,NORMAL,1150,174,2021-06-01 17:01:56,174 - MINISTERIO DE EDUCACION,2021-06-01 17:21:06,56.0,056 - Plaza Palermo Viejo,680179,MEMBER,ICONIC,CODE
11198206,NORMAL,1577,304,2021-06-01 16:48:09,395 - Agronomia II,2021-06-01 17:14:26,335.0,206 - Galicia,462019,MEMBER,ICONIC,CODE
11198204,NORMAL,5088,254,2021-06-01 19:29:16,276 - PRIMERA JUNTA,2021-06-01 20:54:04,254.0,276 - PRIMERA JUNTA,33925,MEMBER,ICONIC,CODE
11198203,NORMAL,1811,206,2021-06-01 19:28:53,159 - Fitz Roy & Gorriti,2021-06-01 19:59:04,84.0,084 - Lavalle,767898,MEMBER,ICONIC,CODE
11198202,NORMAL,1329,206,2021-06-01 17:00:02,159 - Fitz Roy & Gorriti,2021-06-01 17:22:11,84.0,084 - Lavalle,767120,MEMBER,ICONIC,CODE
11198201,NORMAL,2013,49,2021-06-01 16:47:17,049 - 33 Orientales,2021-06-01 17:20:50,144.0,144 - PUEYRREDÓN,179462,MEMBER,ICONIC,CODE
11198200,NORMAL,776,323,2021-06-01 16:47:04,240 - ECHEVERRIA,2021-06-01 17:00:00,248.0,346 - Plaza Zapiola,688032,MEMBER,ICONIC,CODE
11198199,NORMAL,1057,131,2021-06-01 16:46:59,131- HOSPITAL DE CLÍNICAS,2021-06-01 17:04:36,24.0,024 - ALSINA,768369,MEMBER,ICONIC,CODE
11198198,FORCED_CLOSED,2,152,2021-06-01 19:22:57,152 - JULIETA LANTERI,2021-06-01 19:22:59,196.0,196 - HOSPITAL ARGERICH,23306,MEMBER,ICONIC,CODE
11198197,NORMAL,1297,56,2021-06-01 19:26:45,056 - Plaza Palermo Viejo,2021-06-01 19:48:22,316.0,205 - SAN MARTIN,719566,MEMBER,ICONIC,CODE
11198196,NORMAL,1253,212,2021-06-01 16:45:44,129 - Velasco,2021-06-01 17:06:37,200.0,200 - AUSTRIA Y FRENCH,685079,MEMBER,ICONIC,CODE
11198195,NORMAL,815,183,2021-06-01 19:25:21,183 - VIRREY CEVALLOS,2021-06-01 19:38:56,45.0,045 - Uruguay,732333,MEMBER,ICONIC,CODE
11198194,NORMAL,430,12,2021-06-01 16:55:32,012 - Plaza Vicente Lopez,2021-06-01 17:02:42,30.0,030 - Peña,78821,MEMBER,ICONIC,CODE
11198193,NORMAL,749,212,2021-06-01 16:45:32,129 - Velasco,2021-06-01 16:58:01,273.0,223 - GAINZA,710109,MEMBER,ICONIC,CODE
11198192,NORMAL,1285,130,2021-06-01 16:57:55,130 - RETIRO II,2021-06-01 17:19:20,91.0,091 - Pasco,47265,MEMBER,ICONIC,CODE
11198191,NORMAL,425,6,2021-06-01 16:54:16,006 - Parque Lezama,2021-06-01 17:01:21,433.0,273 - Plazoleta Colombia,674157,MEMBER,ICONIC,CODE
11198190,NORMAL,1618,277,2021-06-01 16:54:06,292 - PLAZA BOLIVIA,2021-06-01 17:21:04,4.0,004 - Plaza Roma,18946,MEMBER,ICONIC,CODE
11198189,NORMAL,1348,161,2021-06-01 16:57:48,161 - Humahuaca,2021-06-01 17:20:16,216.0,059 - Coronel Diaz,18439,MEMBER,ICONIC,CODE
11198188,NORMAL,1223,12,2021-06-01 16:43:43,012 - Plaza Vicente Lopez,2021-06-01 17:04:06,124.0,124 - UGARTECHE,715115,MEMBER,ICONIC,CODE
11198187,NORMAL,467,131,2021-06-01 19:21:05,131- HOSPITAL DE CLÍNICAS,2021-06-01 19:28:52,96.0,096 - Carlos Gardel,665626,MEMBER,ICONIC,CODE
11198186,NORMAL,717,275,2021-06-01 19:24:17,256 - PLAZA NORUEGA,2021-06-01 19:36:14,275.0,256 - PLAZA NORUEGA,352709,MEMBER,ICONIC,CODE
11198185,NORMAL,566,227,2021-06-01 17:06:05,188 - Aranguren,2021-06-01 17:15:31,231.0,384 - PLAZA BENITO NAZAR,146564,MEMBER,ICONIC,CODE
11198184,NORMAL,1231,150,2021-06-01 16:43:30,150 - RODRIGO BUENO,2021-06-01 17:04:01,130.0,130 - RETIRO II,770216,MEMBER,ICONIC,CODE
11198183,NORMAL,701,268,2021-06-01 19:24:14,399 - GARCIA DEL RIO,2021-06-01 19:35:55,435.0,227 -Club Ciudad de Buenos Aires,431636,MEMBER,ICONIC,CODE
11198182,NORMAL,390,227,2021-06-01 17:06:02,188 - Aranguren,2021-06-01 17:12:32,261.0,272 - Plaza Bruno Giordano,756750,MEMBER,ICONIC,CODE
11198181,NORMAL,1391,215,2021-06-01 16:43:25,113 - Guatemala,2021-06-01 17:06:36,14.0,014 - Pacifico,69064,MEMBER,ICONIC,CODE
11198180,NORMAL,2056,257,2021-06-01 19:23:44,264 - Plaza Marcos Sastre,2021-06-01 19:58:00,94.0,094 - GÚZMAN,761506,MEMBER,ICONIC,CODE
11198179,NORMAL,1014,46,2021-06-01 16:51:59,046 - Chile,2021-06-01 17:08:53,252.0,331 - CALIFORNIA,585225,MEMBER,ICONIC,CODE
11198178,NORMAL,1224,254,2021-06-01 19:23:33,276 - PRIMERA JUNTA,2021-06-01 19:43:57,92.0,092 - Salcedo,288079,MEMBER,ICONIC,CODE
11198177,NORMAL,850,45,2021-06-01 19:23:39,045 - Uruguay,2021-06-01 19:37:49,200.0,200 - AUSTRIA Y FRENCH,737680,MEMBER,ICONIC,CODE
11198176,NORMAL,1523,63,2021-06-01 16:57:41,063 - Reconquista,2021-06-01 17:23:04,181.0,181 - BILLINGHURST Y MANSILLA,770096,MEMBER,ICONIC,CODE
11198175,FORCED_CLOSED,2,95,2021-06-01 16:51:58,095 - ESMERALDA,2021-06-01 16:52:00,13.0,013 - ONCE,610925,MEMBER,ICONIC,CODE
11198174,NORMAL,162,323,2021-06-01 19:23:03,240 - ECHEVERRIA,2021-06-01 19:25:45,236.0,254 - Plaza Rafael Hernandez,697951,MEMBER,ICONIC,CODE
11198173,NORMAL,4545,29,2021-06-01 19:23:32,029 - Parque Centenario,2021-06-01 20:39:17,280.0,222 - SIMON BOLIVAR,504197,MEMBER,ICONIC,CODE
11198172,NORMAL,720,166,2021-06-01 19:22:26,166 - Cementerio de Recoleta,2021-06-01 19:34:26,76.0,076 - Ayacucho,217329,MEMBER,ICONIC,CODE
11198171,NORMAL,1653,231,2021-06-01 17:10:44,384 - PLAZA BENITO NAZAR,2021-06-01 17:38:17,86.0,086 - SAAVEDRA,714728,MEMBER,ICONIC,CODE
11198170,NORMAL,461,194,2021-06-01 17:05:29,194 - PERÓN Y ACUÑA DE FIGUEROA,2021-06-01 17:13:10,54.0,054 - Acuña de Figueroa,235245,MEMBER,ICONIC,CODE
11198166,NORMAL,1693,71,2021-06-01 17:09:33,071 - CERRITO,2021-06-01 17:37:46,25.0,025 - Plaza Guemes,772042,MEMBER,ICONIC,CODE
11198165,NORMAL,521,121,2021-06-01 16:49:00,121 - YATAY,2021-06-01 16:57:41,29.0,029 - Parque Centenario,51302,MEMBER,ICONIC,CODE
11198164,NORMAL,927,215,2021-06-01 19:20:48,113 - Guatemala,2021-06-01 19:36:15,121.0,121 - YATAY,502027,MEMBER,ICONIC,CODE
11198163,NORMAL,2183,13,2021-06-01 17:05:13,013 - ONCE,2021-06-01 17:41:36,231.0,384 - PLAZA BENITO NAZAR,772219,MEMBER,ICONIC,CODE
11198162,NORMAL,766,280,2021-06-01 16:56:35,222 - SIMON BOLIVAR,2021-06-01 17:09:21,372.0,322 - MARTÍ Y DIRECTORIO,428036,MEMBER,ICONIC,CODE
11198161,NORMAL,729,214,2021-06-01 16:48:51,142 - Armenia y Gorriti,2021-06-01 17:01:00,242.0,103 - MALBA,346350,MEMBER,ICONIC,CODE
11198160,NORMAL,1440,416,2021-06-01 16:56:09,257 - Plaza Francisco Ramirez,2021-06-01 17:20:09,416.0,257 - Plaza Francisco Ramirez,704298,MEMBER,ICONIC,CODE
11198159,NORMAL,927,124,2021-06-01 16:42:13,124 - UGARTECHE,2021-06-01 16:57:40,14.0,014 - Pacifico,266329,MEMBER,ICONIC,CODE
11198158,NORMAL,2711,99,2021-06-01 17:04:22,099 - Malabia,2021-06-01 17:49:33,432.0,187 - Jose Maria Moreno,751482,MEMBER,ICONIC,CODE
11198157,NORMAL,1373,144,2021-06-01 17:15:20,144 - PUEYRREDÓN,2021-06-01 17:38:13,101.0,101 - Fitz Roy,180896,MEMBER,ICONIC,CODE
11198156,NORMAL,2308,116,2021-06-01 17:04:18,116 - HOSPITAL ALEMÁN,2021-06-01 17:42:46,268.0,399 - GARCIA DEL RIO,492304,MEMBER,ICONIC,CODE
11198155,NORMAL,1833,96,2021-06-01 16:42:17,096 - Carlos Gardel,2021-06-01 17:12:50,175.0,147 - Constitución,772190,MEMBER,ICONIC,CODE
11198154,NORMAL,524,22,2021-06-01 17:15:15,022 - Arenales,2021-06-01 17:23:59,189.0,189 - POSADAS,541195,MEMBER,ICONIC,CODE
11198153,NORMAL,1106,101,2021-06-01 17:03:48,101 - Fitz Roy,2021-06-01 17:22:14,171.0,171 - Pasteur,770235,MEMBER,ICONIC,CODE
11198152,NORMAL,1678,107,2021-06-01 17:09:17,107 - HOSPITAL GARRAHAN,2021-06-01 17:37:15,107.0,107 - HOSPITAL GARRAHAN,27350,MEMBER,ICONIC,CODE
11198151,NORMAL,78,9,2021-06-01 16:47:09,009 - Parque Las Heras,2021-06-01 16:48:27,9.0,009 - Parque Las Heras,497823,MEMBER,ICONIC,CODE
11198150,NORMAL,1453,205,2021-06-01 17:14:03,125 - F.J.Santamaria de Oro,2021-06-01 17:38:16,171.0,171 - Pasteur,2167,MEMBER,ICONIC,CODE
11198149,NORMAL,1805,132,2021-06-01 16:47:05,132 - CORRIENTES,2021-06-01 17:17:10,227.0,188 - Aranguren,8197,MEMBER,ICONIC,CODE
11198148,NORMAL,1351,75,2021-06-01 16:42:07,075 - Plaza Primero de Mayo,2021-06-01 17:04:38,214.0,142 - Armenia y Gorriti,670864,MEMBER,ICONIC,CODE
11198147,NORMAL,816,71,2021-06-01 17:03:10,071 - CERRITO,2021-06-01 17:16:46,117.0,117 - HUMBERTO 1°,8046,MEMBER,ICONIC,CODE
11198146,NORMAL,604,205,2021-06-01 17:09:06,125 - F.J.Santamaria de Oro,2021-06-01 17:19:10,20.0,020 - Distrito Audiovisual,398485,MEMBER,ICONIC,CODE
11198145,NORMAL,872,121,2021-06-01 17:13:53,121 - YATAY,2021-06-01 17:28:25,229.0,243 - PLAZOLETA CELEDONIO FLORES,720777,MEMBER,ICONIC,CODE
11198144,FORCED_CLOSED,2,271,2021-06-01 16:55:47,365 - Venancio Flores,2021-06-01 16:55:49,89.0,089 - Cabello,769577,MEMBER,ICONIC,CODE
11198143,NORMAL,918,206,2021-06-01 16:41:57,159 - Fitz Roy & Gorriti,2021-06-01 16:57:15,65.0,065 - Julián Álvarez,615668,MEMBER,ICONIC,CODE
11198142,NORMAL,1543,291,2021-06-01 17:13:23,244 - UADE,2021-06-01 17:39:06,27.0,027 - Montevideo,510555,MEMBER,ICONIC,CODE
11198141,NORMAL,1248,14,2021-06-01 17:13:19,014 - Pacifico,2021-06-01 17:34:07,69.0,069 - Ecuador,105617,MEMBER,ICONIC,CODE
11198140,NORMAL,896,163,2021-06-01 16:41:27,163 - ONCE II,2021-06-01 16:56:23,13.0,013 - ONCE,770264,MEMBER,ICONIC,CODE
11198139,NORMAL,1157,155,2021-06-01 16:55:41,155 - Parque José Evaristo Uriburu,2021-06-01 17:14:58,13.0,013 - ONCE,88964,MEMBER,ICONIC,CODE
11198138,NORMAL,959,63,2021-06-01 17:08:22,063 - Reconquista,2021-06-01 17:24:21,54.0,054 - Acuña de Figueroa,6350,MEMBER,ICONIC,CODE
11198137,NORMAL,1579,146,2021-06-01 17:13:00,146 - Hospital Francés,2021-06-01 17:39:19,25.0,025 - Plaza Guemes,473880,MEMBER,ICONIC,CODE
11198136,NORMAL,2437,215,2021-06-01 16:45:35,113 - Guatemala,2021-06-01 17:26:12,262.0,349 - Plaza Saenz Peña,753282,MEMBER,ICONIC,CODE
11198135,NORMAL,1840,235,2021-06-01 17:02:42,281 - Villa Urquiza,2021-06-01 17:33:22,392.0,297 - TRONADOR Y GARCÍA DEL RÍO,38818,MEMBER,ICONIC,CODE
11198134,NORMAL,791,435,2021-06-01 17:12:13,227 -Club Ciudad de Buenos Aires,2021-06-01 17:25:24,416.0,257 - Plaza Francisco Ramirez,771256,MEMBER,ICONIC,CODE
11198133,NORMAL,1432,214,2021-06-01 17:11:40,142 - Armenia y Gorriti,2021-06-01 17:35:32,358.0,249 - Balbín,765815,MEMBER,ICONIC,CODE
11198132,NORMAL,1043,174,2021-06-01 17:11:39,174 - MINISTERIO DE EDUCACION,2021-06-01 17:29:02,175.0,147 - Constitución,663404,MEMBER,ICONIC,CODE
11198131,NORMAL,600,359,2021-06-01 17:07:48,250 - Fleni,2021-06-01 17:17:48,258.0,336 - La Pampa,247406,MEMBER,ICONIC,CODE
11198130,NORMAL,827,49,2021-06-01 17:11:35,049 - 33 Orientales,2021-06-01 17:25:22,155.0,155 - Parque José Evaristo Uriburu,712351,MEMBER,ICONIC,CODE
11198129,NORMAL,859,38,2021-06-01 16:53:10,038 - Plaza Libertad,2021-06-01 17:07:29,30.0,030 - Peña,770035,MEMBER,ICONIC,CODE
11198128,NORMAL,310,175,2021-06-01 16:43:10,147 - Constitución,2021-06-01 16:48:20,117.0,117 - HUMBERTO 1°,701245,MEMBER,ICONIC,CODE
